(173,72)
(147,172)
(171,139)
(136,181)
(45,161)
(112,62)
(65,139)
(66,202)
(203,189)
(44,34)
(92,120)
